questions,answers
"What is this ""live objects"" in Smalltalk? I've gotten used to that ""edit-compile-test-debug"" cycle, and want to understand the philosophy behind Smalltalk (Pharo).",John Thorpe’s answer is a good start. Now extend the idea to the entire system and think of what we used to call “objects” (now we have to call them “real objects” since “objects” were co-opted in the early 80s) as software computers semantically equivale
"Why did Alan Kay once say GNU/Linux was a budget of bad ideas? What is generally wrong with GNU/Linux, and Unix-like OSes?","I should learn to keep my big mouth shut (not the first time I’ve had this thought!).

The reason is that it is easy and OK to praise something in a sentence, but I think that a complaint should be backed up with careful discourse. Part of the problem her"
Why is functional programming seen as the opposite of OOP rather than an addition to it?,"I hope for all our sakes that I can make this short …

In the latter part of the 50s John McCarthy got more and more interested in what he started to call “Artificial Intelligence”. He was also doing some consulting and this brought him in contact with th"
Why is engineering one of the hardest fields to be creative? What should engineering education look like instead?,"I don’t think that it is intrinsically hard to be creative in engineering.

An important part of engineering is that “the bridge must not fall”, “people must not get hurt”, etc. So people “called”* to engineering always have this at the back of their mind"
"Do you recommend receiving a bachelors, masters or doctorate in computer science?","I recommend the lifelong process of becoming ever more educated, with particular attention to getting above important thresholds of perspective and knowledge.

Because we can’t take “education pills”, we have to work to get our brain/minds to learn and un"
"What do you think of the statement that ""an object-oriented approach to application development makes programs more intuitive to design, faster to develop, more amenable to modification, and easier to understand""?","An all encompassing answer from before objects: “You can write COBOL in any language”. (For COBOL, you can substitute Fortran, machine code, spaghetti, etc.)

I quite agree with the other (3 at this point) answers.

This is because clean and elegant softw"
What is the difference between Alan Kay's definition of OOP and Carl Hewitt's Actor Model?,"Not a lot of difference. You can find the history I wrote about all this online in “The Early History Of Smalltalk”.

Basically, I had the “dynamic object as whole computer” idea in Nov 66, highly influenced and catalyzed by Sketchpad and Simula (especial"
When did the CAD->SIM->FAB engineering process become formalized?,"I’m not sure it has, but I think anyone really interested in engineering should find out how things were done before digital computers, and then before analog computers.

There was still a lot of “D” that resulted in models, and those models could be test"
Why is object-oriented programming more about messaging than objects?,"I’ll give a short answer here and then return late for more.

If you are sending messages to “something”, then what kinds of messages do you want to send? For example: are you commanding, are you requesting, are you suggesting, are you negotiating?
If you"
Is it possible to learn any programming language by doing reverse engineering?,"I’m not completely sure of your exact meaning for “reverse engineering”. But at the University of Utah ARPA project the newest grad student was given the toughest task no one there wanted to do.

The one given to me when I arrived in 1966 was to “get Algo"
Are the greatest works of a field performed early on in the field’s lifetime?,"Well, let’s take Physics or Biology, etc., as examples, and let me ask you what do you think?

This is a hallmark of a “real field”. It’s not clear that Computing has gotten there yet — one clue is that “real fields” build on the great work in their past,"
How can I see my design work with a critical eye?,"Mark Twain advised writers looking at their own writing: “If you see a phrase you particularly love, strike it out without hesitation!”.

It helps to “create with love” and “debug with disdain”. If you are critical too early in the process you will kill i"
What are the best resources for learning systems and networks according to Alan Kay?,"Let’s see if we pool efforts to come up with a good answer to this question — especially with more current sources than some that influenced me.

I liked the discussion of systems and design in Christopher Alexander’s “Notes on a Synthesis of Form” from 1"
What has happened to Alan Kay's View Points Research Institute website?,Looks like a combination of an overzealous bot plus human error. Should be back in a day or so.
What are the main successes of the AI group at Xerox PARC during the 70s and first half of the 80s? How much influence did it have on other groups (like Smalltalk group) and vice versa?,"Right now I can’t produce the level of answer this question deserves. I’ll have to do some homework and then come back to add and fix.

There were many stellar “Strong AI” (have to use this because “AI” has now been colonized by smaller goals and scopes) "
"What advice would Alan Kay give a curious individual to improve their ability to think and learn? Is there a place to see his library — every book, person, and research he has studied?","The people I’ve admired — many from afar (such as Bertrand Russell), some as friends and colleagues (such as Jerome Bruner) — share the traits of trying to (a) find ever more perspectives on things they are aware of, (b) find more things they weren’t awar"
How does Alan Kay identify talent in young researchers?,"The wonderful Dave Evans did not look at transcripts, but was interested in resumes and “sparks”. He over-admitted, treated his students like gods, and then (I found out later after I was on the faculty), at around the two year point, the faculty would me"
"Why did the federal government invest $117 million into the Radiation Lab, Servomechanism Lab, and the High Voltage Lab at MIT in the 1930s?","I’m in London right now so don’t have access to my copy of Nilo Lindgren’s book about 100 years of EE at MIT.

But I do recall that both the Rad Lab in Building 20 (eventually invented about half of all the radar systems used in WWII), and the Servo Lab ("
Where did Alan Kay learn about how context affects the ability to think?,"I was lucky enough to learn to read fluently several years before attending school, and by the time I did, had read enough to have encountered different points of view on some of the ideas that were taught as hard truths in first grade. When I piped up an"
"What are examples of ""Perfect"" and ""Better"" in regards to Alan Kay's ""Sweet Spot""?","Mark Miller’s answer nicely captures much of what I was trying to communicate in the aphorism “Better and Perfect are the enemies of ‘What is Actually Needed’”.

The one thing I might add is that one of several useful ways to think about the “MacCready” s"
What does it mean for a language to have Smalltalk-inspired syntax?,"There are three main answers to this question because there were three somewhat different Smalltalks (‘72, ‘74, then ‘76, ‘78, then ‘80).

In the first version, each object was passed a reference to the message, and did the work itself to parse and deciph"
"If you had to choose just one word for your gravestone, what would it be?",Curious
What will happen if one rewrites the entire Linux using Smalltalk?,"I’m going to translate this question into “What are good ways to rethink operating systems in our day and age?”

We generally assume that we have computer(s) that not only have CPU(s), memories of various kinds, and connections to networks, but that incor"
What exactly is WYSIWYG?,"What I am doing right now is *not* WYSIWYG.

For no good reason, and several bad ones, the Quora text input system (and most others in web browsers) make you type into a separate area that is decoupled from where it will wind up and what it will look like"
Could a modern-day Xerox PARC be funded through Patreon?,"There’s coming up with the funding, coming up with the visions, and coming up with the people.

Butler Lampson estimated that the number of computer researchers at Parc during its most productive early years was “about two dozen”. I.e. “tiny”. I think the"
Why is it possible to use an object as a parameter directly?,"In Smalltalk, everything is an object and it does pass parameters, so …

As to “why?”, it’s worth thinking about what a data structure “knows”, what the receiver of a data structure needs to know, what an object knows, and what the receiver of an object n"
What resources does Alan Kay recommend for learning real object oriented programming?,"Following on to Mark Miller’s answer

One resource for morphogenesis would be “Endless Forms Most Beautiful” by Sean Carroll.

We get children started on systems by having them make systems with lots of parts — like epidemics, the foxes and the rabbits, “"
What does Alan Kay think of the Swift programming language?,"I don’t think my opinion matters. But it’s worth looking at the stated goals for the particular design and implementation of any programming language and (a) see how well they match up to the system in use, and (b) what important goals have been left out."
If Tony Hoare said that “debugging is harder than programming and you shouldn’t use all of your cleverness to write the program” — or make anything — then what role does planning have in engineering and software design?,"The famous Tacoma Narrows bridge that vibrated itself to bits in a strong wind was planned, but the means to do a good simulation did not exist when it was built. Today, we would expect that a bridge we built would anticipate most stresses. The old joke w"
"Can Smalltalk code be written on ""bare metal"" hardware?","I’m not sure I understand this question, but -sure-!

When a bunch of us were at HP in the mid-2000s we did a bakeoff for a children’s machine (a few years before OLPC) where there was not really enough room for the speed, graphics ability, and low power "
What are some good books on history of computing?,"This is a very good question! I’m in the UK for a while right now and don’t have access to my home library, so I’ll add to this answer incrementally as I think of more items. However, I also invite all readers of this to provide some of their favorite his"
How does a program like Microsoft Excel get written from scratch?,"One good answer is “find out how Dan Bricklin and Bob Frankston did the original spreadsheet Visicalc on the 8-bit micro Apple II”.

Another approach is that the abstraction of a spreadsheet is simple, so make a prototype using any language that can make "
What is software architecture in layman's terms?,"When a term is borrowed from somewhere else — for example: “science”, “engineering”, or “archtecture” — it is usually important to start with what the terms meant in the developed serious disciplines they were taken from. So we should ask “what is modern "
What is the best way to promote a non-traditional Smalltalk programming language implementation?,"I don’t know, I’ve never tried to promote any kind of programming language. Certainly, the things that have attracted me to various programming languages have mainly been compelling examples. I think this is the place to start."
"What did Alan Kay mean by, ""Lisp is the greatest single programming language ever designed""?","First, let me clear up a few misconceptions from the previous answers. One of them said “Try writing an operating system with Lisp”, as though this would be somehow harder. In fact, one of the nicest operating systems ever done was on “The Lisp Machines” "
Is there a programming language that's effectively a successor to Smalltalk?,"Well, let's see. The first usable Smalltalk was designed and implemented by the end of 1972. That makes it 45 years old, and the main ideas about OOP I contributed go back to the end of 1966 (that makes this particular line of thought — dynamic programmab"
What does Alan Kay use in lieu of PowerPoint?,"I’ve given a lot of talks using Etoys (in Squeak), a programming environment we made for children (starting at Disney in the late 90s) that also had decent media design. The current day Scratch is a subset descendant of Etoys, but without many of the usef"
"As a beginner, what are the best ways to approach Computer Science?","If you are just looking to get a job in computing, don’t bother to read further.

First, there are several things to get clear with regard to any field.

What is the best conception of what the field is about?
What is the best above threshold knowledge to"
What are the backgrounds of engineer-scientists and scientist-engineers?,"I don’t know how to give a reasonable answer (because there is quite a spread in personalities, skills, and knowledge across the very large fields). But, I can give a “non-reasonable” attempt at this. If you take “STEM”, realize that the “T” for “Technolo"
"If computer science looked more like engineering, what would ""software simulators"" do?","Let’s try to use as parallel analogies as possible to “science” (what physics, chemistry, biology, etc.) do, and to “engineering” (what civil, electrical, mechanical, bio-, etc. engineering do).

And let’s also look for interesting overlaps. For example, "
"What does Alan Kay think about Gerry Sussman's recent talk at the Strange Loop conference titled ""We Really Don't Know How to Compute!""?","I like to read rather than watch videos. I’ve always been a big fan of Gerry since he was a grad student at MIT, and have generally agreed with him. If he is complaining about current programming and programming languages then he is probably right and I’d"
How do you know when you have the chops to build your own tools?,"I don’t know a good general answer. The ARPA-Parc gang got some sense of it by building tools, and sometimes undergoing what Butler Lampson once referred to as “bitter experience”. In those days of new computer architectures and non-standardized operating"
"What did Alan Kay mean by, ""I made up the term object-oriented, and I can tell you I did not have C++ in mind.""?",It’s hard to praise too highly the programming languages that are the bridge from one way of looking at programming to much better ways of looking at programming. The two greatest such in the 60s were Lisp and Simula. Perhaps the greatest single conceptio
I don't want be a specialist. How can I be a great generalist in computer science?,"Every once in a while I’m asked “What does it mean to be a Computer Scientist?”. My answer is “I don’t know exactly, but take a look at Butler Lampson. He is certainly the quintessential Computer Scientist if ever there was one”.

We find in Butler someon"
How could public libraries disrupt themselves?,"Libraries made their way in the US partly because they provided something not easily found otherwise. Still, it’s sobering to realize that about half of all the libraries in the US by about 1920 were there because they were funded by a single philanthropi"
What was the total economic impact of research at Xerox parc in the 1970s?,"Hard to nail down and substantiate (and it would be good and interesting to do so). Some years ago I saw an estimate — I think from a university — that said “in excess of $30 Trillion dollars, perhaps as much as $35T”. I have no idea whether this was real"
What was Xerox PARC's mission statement?,"I don’t recall one — I’m pretty sure — not totally — that there wasn’t an “official” one. But the intent of Jack Goldman — the Chief Scientist of Xerox, a physicist, who decided to make PARC — was to devote a small percentage of Xerox’s R&D resources to “"
"If you had to teach ‘Computer Science 101’, how would you begin your first lecture?","Let’s think about this question for a bit. Some years ago I was invited by “CS Departments” to give talks at a number of universities. Almost accidentally I asked the first audience of undergrads, grad students and professors for their definition of “Comp"
How would you interpret Marvin Minsky's idea that “Computer science already has a grammar. What it needs is a literature.”?,"The most interesting aspect of Ken’s blog entry (including the comments) is that nowhere do we find an historical reference to this idea. In fact, more than 50 years earlier in the 60s it was a part of many a conversation, and if I recall correctly, a few"
"As a true engineer, how do you figure out what are the right tools to invent to help you do your work?",I’ve worked with “true engineers” and I think of myself as an “enthusiastic hobbyist” with some “scientific leanings”. Despite this much of what I’ve done over the last 50 years has very large engineering components (you have to build things in computing 
What books would Alan Kay recommend for people who want to become true engineers? How should they go about building projects?,"As with science, medicine, counseling, and many other fields, I think there are issues of temperament as well as knowledge — there is a kind of “calling” here. And, I think, a kind of “attitude”.

Henry Petroski is an engineer who has written a number of "
"In software engineering, is it better to just figure it out and hack together a solution or to understand the fundamentals and then implement it?","Interesting range of answers so far …

The first question I would ask is whether you are taking the word “engineering” seriously or is your notion of “software engineering” an oxymoron, or an ancient sense of the word, as in “Library Science”.

If you wan"
What do you think the next great invention of the 21st century will be? One as big as the internet. This idea of synthetic realities is something I see having huge potential.,Really smart people — like Ivan Sutherland — can figure out most of the implications of new ideas and technologies from the get go. Take a look at his 1965 paper The Ultimate Display and see what you think about your question. Then you could take a look t
"What are those ""powerful ideas that basically mean the difference between life and death""?","You can identify many of them. Two types are (a) “powerful ideas that have immediate benefit on life and death” — for example, the germ theory of disease and what is implied for sanitation, being able to make insulin to save diabetics, and a myriad more h"
Why did Xerox fail to successfully exploit any of its ideas at its Palo Alto Research Center from the 1960s and 1970s?,"A common myth (and easily exposed with a little poking of the web). The simplest one is “the 60s” (Xerox Parc started in 1970).

Depending on how you count, there were around 7–9 major computer related inventions from Xerox Parc in the 70s. One of them wa"
What is Alan Kay’s opinion of Assembly and mainstream programming languages like Google Go?,John von Neumann was famously against using valuable expensive computer time to automate human tasks that could be done by cheap labor. When FORTRAN came out in 1956 someone asked him about “higher level programming”. He summoned a grad student and said “
"""If you don't fail at least 90 percent of the time, you're not aiming high enough."" - Alan Kay. What are some things Alan Kay has aimed for and failed at?","Most things. (Consider the world of the idealist …)

A big turning point in my late 20s was to gradually move to evaluating on “quality of effort” rather than “quality of results” (still wanting the latter to be high, but eventually recognizing the real c"
"In Alan Kay’s answer about the best books to understand CS concepts, he mentioned that he would look for an excellent follow-on book to the “The Pattern on the Stone” book. Has he found it?","There probably is at least one really good book out there that could be a follow-on to Danny’s “Pattern in the Stone” book — but I haven’t come across it. Perhaps some of the Quora readers can make suggestions.

I’ve known Danny since he was a teenager, a"
What are some new kinds of businesses you would like to see?,"The economist Milton Friedman — perhaps the epitome of “dismal” in “the dismal science”? — famously declared that the sole purpose of business is to make money for the shareholders.

A larger deeper mind — Peter Drucker — countered with the idea that the "
What are Alan Kay's favorite books?,"I don’t know how to give a reasonable answer to this question, but I don’t want to ignore the question either.

I have friends, and know of people, who have certainly read more books than I have, but I’ve read enough to be stymied by questions about “favo"
What if we were able to prove that AGI is beyond the computational power of the Turing machine?,"I think Cherie Woo below has a good approach to this (it was the philosophical approach used in the 60s for doubters of “eventual AI”).

Philosophically, the question is “Can we in principle simulate physics well enough to make the biology we have, and to"
"To what extent, if at all, did Smalltalk borrow from Lisp's philosophy or ideas?","As Mark Miller noted below, a fairly complete history of Smalltalk can be found in The Early History Of Smalltalk. Part of the history is an explanation of how long it took me to see the deep implications of what was in front of me (this is because I star"
What tools are useful when outlining and drafting a CS dissertation?,"The number one tool is to have good results that are worth writing up. Too many dissertations these days are too incremental, and often from small papers done over the course of grad school — try to work on a real problem, and get real results. Dave Evans"
What are the pros and cons of developing software from the top-down and from the bottom-up?,"Somewhat harmonious with some of the other answers: try making a small scratch throwaway working model first to get an overall sense of the system design and relationships needed.

This is especially useful when working in a language system that has a hug"
What do Alan Kay and other message-oriented programming pioneers think about Ruby?,The real question is: how should programming really be done ca 2017? And let’s also pick a check point around 2027 to help think about my first question.
Has PARC (formerly Xerox PARC) become just another company? Has it lost its original identity?,"Parc was four laboratories: Physics, Optics, Computer Science, and Systems. The last two were the most associated with what people think of as “Parc”, and the deeds most associated with “Parc” were mostly done between 1971 and 1983 when Bob Taylor and mos"
How much cash did Xerox have on hand when it formed Xerox PARC?,Worth checking. My recollection is that they were about a $6B/year (1970–71 dollars) company at the time Parc was set up.
What kind of cheese makes the best grilled cheese sandwich? Why?,"Kind of redundant given all the answers, but this is the kind of dish that we react to personally … a great grilled cheese sandwich is my favorite comfort food, and my notion of it is from the ones my mother used to make for us in New England in the 40s a"
What is the meaning of life in 5 words?,“We make our own meanings”
What was it like to be at Xerox PARC when Steve Jobs visited?,"A good enough answer would be longer than is reasonable for Quora, but I can supply a few comments to highlight just how little attention is paid in the media, histories, and by most people to find out what actually happened. For example, I was present at"
"Who was the first to introduce multiple desktops, Linux or macOS?","I hate to bring up the “P” word, but Smalltalk at Parc had unlimited persistent multiple desktops starting in the mid-70s with Smalltalk-76. They were called “projects”. All Smalltalk systems since have this as part of the system’s offerings.

You can see"
What is your review of The HP Way (1995 book)?,"Interesting that Quora will not allow me to write an additional answer … so I’ll flesh out what I wrote previously, which starts with:

I’m currently traveling, and would like to take a peek at the book to make sure I remember it from getting and reading "
Why did Alan Kay say MS-DOS was a distressing thing?,"I believe that you can praise in a few sentences, but that criticism morally demands longer and more careful arguments. I don’t know how to be fair about a criticism on this subject in a Quora-sized answer, but I can point you in a few directions to see w"
How can life form from nothing?,"There are four parts to this.

1. The easy part is that many constructed things have very different properties than their parts. For example, we can start off with materials that don’t do what wheels do, and yet make a wheel, make a car, make a radio, etc"
Have screenshots of the Xerox Parc GUI ever been published?,"Sure, here’s one of Smalltalk-80[1] and here’s a much earlier one from Smalltalk-74[2] Here’s an image of Smalltalk-76[3] from a paper Dan Ingalls wrote in 1978.

Here’s a Dorado screen with one of the Smalltalks (maybe Smalltalk-78)[4]. There are quite a"
Why haven't we been able to recreate Bell Labs or Xerox PARC today?,"The computer parts of Parc are best thought of as parts of the ARPA-IPTO research community, were stocked with researchers who carried the ARPA vision, and who learned their stuff and process in the ARPA community. Looking back on that experience, and at "
What's Alan Kay’s opinion of the D programming language?,I don’t think I know enough about D to have a supported opinion. I’m not a fan of C or C++ (but not because they aren’t like Smalltalk …)
How did Ivan Sutherland create Sketchpad? What programming language did he use?,"Take a look at Ivan’s “Commemorative Lecture” for the Kyoto Prize for some insight into his special mind. Everyone should read Ivan’s thesis — Sketchpad, A Man-Machine Communication System (1963) — one of the greats of all time, and it also answers your q"
What did Claude Shannon do and accomplish according to Alan Kay?,"The Wikipedia article is a good place to start, and supplies references for reading by and about Claude Shannon, in my opinion a “real genius” who ranked with just a few people in the 20th century for unique insights and ability to go to great depths with"
When did Alan Kay first meet Douglas Engelbart? Was Alan Kay present at the mother of all demos?,"I first met Doug when he gave a talk at Utah in early 1967. As I’ve said, he was like a “Moses opening the Red Sea”. I then visited the ARC research project at SRI in Menlo Park and met many of the principal characters in the revolution they were fomentin"
"For Alan Kay, what was Claude Shannon like?",I didn’t know Claude Shannon (but among other things he was Ivan Sutherland’s advisor at MIT (in part because he met the Sutherland brothers a number of times when they were youngsters when he was at Bell Labs). Marvin Minsky was a good friend of Shannon’
How many of the great engineers from Xerox PARC came from backgrounds with low family incomes?,"I don’t know (and most of the researchers at Parc were a mix of “scientists, engineers, mathematicians, computerists”.

And I’m not sure what you mean by “low family incomes” (desperate? very little surplus?). I wound up working my way through college for"
"Alan Kay, how should libraries be designed so scientists and engineers can work together more?","This “isn’t quite a question” so here is “not quite an answer” — Doug Engelbart, who was a great thinker about the possibilities for helping humanity with the aid of shared interactive computing, wrote much and showed much about needs and ways to boost co"
Alan Kay: How do you identify favorable exponentials?,"I think this question happened because I used “Moore’s Law” as an example of a “favorable exponential” that could be used to help think about “progress by going out into the future and bringing it back”.

Most of the time I’ve first noted exponentials, an"
Why was Bob Taylor fired from Xerox in 1983?,There were large “differences” with the new head of Parc. I had already left by then and at that time was Chief Scientist of Atari.
"For Alan Kay, if the present is distracting, then how should you optimally ignore it? What did the team do at Xerox PARC?","By coincidence, I got asked to do several lectures (this week) at Stanford on “Escaping The Tyranny Of The Present”. I think the one from Tuesday just got posted (and perhaps even the one from today).

Take a look at: How to Invent the Future I - Alan Kay"
What did JCR Licklider mean when he said if the internet succeeds our biggest problem will be to communicate with aliens?,"Lick basically meant that, as scaling increases, the chances to have the shared contexts that communication requires get thinner and scarcer.

This is true between humans and humans (at some point you have to stop trying to send telegrams and send an amba"
What do classical music lovers think of rap?,"I really enjoyed all of the other answers — perhaps my favorite collection of responses to date on Quora.

Part of my background is 9 years of being a professional jazz musician (on guitar, starting in the late 50s), composing experience, many decades to "
What is the most expressive piece of art that you have ever seen?,"It’s worth asking to what extent “art” can be sorted, even by a single person. I think the latter can at least create a category called “great” and include works in it (this is harder for a group to do, but it’s possible for them to agree on some to be pu"
Why does imperfect computation have market power?,Why does imperfect music — even bad music — have market power?
What’s the point of life if we all die?,"The point of life is to live life with a point. We are the creatures who are aware that we’ll die, but we also are the creatures who create our own reasons for living. Don’t worry about the universe. Find a point."
Why is squaring both sides of an equation allowed?,"Let me confess that I’ve not read every answer. But the ones that I did read were all very concerned with “squaring” etc.

The simplest answer — and I think the reason many people have difficulty with both arithmetic and especially algebra — is that you n"
What is the user interface of next generation messenger?,Hi Jenifa Could you try asking your question in a different way? This will help me understand what you would like to know …
What are the best books to understand computer science concepts?,"By far the best book for the general public — the one I always recommend — is “The Pattern on the Stone” by Danny Hillis.

I have several thousand books about computation, but I can’t think of a great next level book. There must be one by now, so it will "
"If an alien civilisation came to Earth and found computers, how long would they take to figure out exactly how they work (reverse engineer them)?","I agree with Vivian (I was just in the process of formulating something similar, but she said it shorter and better).

On the other hand — not quite an answer — every computer person should be aware of what the Silverman brothers have done in making old h"
If you want to program and you can't use your smartphone and computer how you can code?,"Programming is relatively easy, it’s debugging that’s the problem. Or as Tony Hoare once noted “Programming is easier than debugging, so don’t use all your cleverness writing the program!”

I started in the early 60s (in the Air Force), on two different m"
"What does the expression ""Betcha by Golly Wow"" mean?","“Betcha” comes from “you betcha” which comes from “you bet” which means “YES!”.

“By golly” is one of many ways to say “By god” if you want to avoid really swearing.

“Wow” means “Holy shit!” means “that’s amazing”

The whole phrase is an hyperbolic excla"
How is studying undergraduate computer science at CU Boulder?,They didn’t have it when I was there (graduated in 66 with a math degree)
How can I come up with an ISEF project relating to Computer Science?,"I’m not a fan of competitions where art is a big factor (and it should be here, not just for your learning and doing, but also to carry with you later).

And … it’s usually much much better to do things that really intrigue you that also push into computi"
Will graphical user interfaces ever be taken over by voice user interfaces?,Will classical pipe organs ever be supplanted by singers (or vice versa)? Will people who like to make things with tools ever want to have servants do the best work? …
What made Xerox PARC special? Who else today is like them?,A good book (pretty much the only good book) to read about the research community that Parc was a part of is “The Dream Machine” by Mitchell Waldrop. There you will find out about the ARPA (before the “D”) IPTO (Information Processing Techniques Office) s
Are Smalltalk and Pharo out-dated?,"Sure. What’s disappointing is that Smalltalk is still quite comparable to most programming languages in use today (and not always negatively).

This means that the computing establishment has done a terrible job in coming up with something qualitatively b"
People who are really serious about software should make their own hardware. Why?,"The first part of the idea is that computing is about -processes- (all kinds) both understanding them and making them.

At the next level of practicality, if one is making something that is supposed to be good for people to use — that actually might help "
How can I understand physics instead of just memorizing equations and facts?It really frustrates me how I only have to memorize equations and just work my way through school without understanding anything.,There are lots of good approaches here. I’d start with thinking about -processes- rather than “relationships” or “words” — and combine this with some experiments (a great thing about the dawn of “real science” in the 17th through 19th century is that a lo
What does a good object oriented design for a football game look like?,"I left inheritance out of the first Smalltalk because I didn’t like the way Simula’s single hierarchies missed important relationships and I didn’t like the lack of expression of meaning (you could refine a superclass or create a new species, etc., and Si"
What are the benefits of learning to programme in Smalltalk?,Take a look at In what way would learning Smalltalk make me a better programmer? for some opinions around a very similar question.
In what way would learning Smalltalk make me a better programmer?,"I think the crux of a question like this is to note the old saying that “You can do COBOL programming in any programming language!” In other words, the start is what you bring to a programming language. If it’s an already formed theory and skills about ho"
Did some Xerox PARC engineers understand that they had the technology that can change the world in the 70’s?,"Sure! Lee Felsenstein is quite right that the Parc researchers — we weren’t all strictly “engineers”, but a mixture of different types who could all do some mixture of engineering, science, mathematics, computing, cognitive psychology, etc. — aimed explic"
"Why does my school aged kid ask inane questions like ""what is gravity made of"" or what is a ""field made of"" rather than just learn the material? How do I discourage this so they can get good marks?","If you assert that you are not kidding here, I’ll be happy to answer your question."
What was working at Xerox PARC in the early 1970s like?,"Best time ever! A truly wonderful combination of great people with great aspirations, abilities, and determination.

And great (and needed) protection for the critical years by the “impressario” (as he liked to call himself) Bob Taylor."
What is Xerox PARC’s contribution to the world?,"A good book to read — which gives the larger story of the ARPA Information Processing Techniques Office (IPTO) research projects starting in 1962 and how Parc was part of this community and budded from it — is “The Dream Machine” by Mitchell Waldrop.

I t"
"If I am auditioning for a Shakespeare play, should I do an English accent for an audition or should I just use my normal voice?",I agree with the other answers that you should concentrate on pulling off a speech before all else. Clarity and rhythm are the watchwords. Getting it over the footlights with “quiet conviction” and not too much movement — but with “body attitudes” — is th
Is Alan Kay's statement “science is a set of heuristics to get around buggy brains” a reference to Nietzsche's knowledge-as-preservation?,"No — but an interesting question. This statement is my translation into modern terms of some of Francis Bacon’s observations and calls to action in his “Novum Organum Scientia” (ca 1620), where among many other things he identifies 4 “idols that humans wo"
I really dislike (to put it mildly) the new Quora UI/UX. Both web and mobile. Am I the only one?,"Why introduce modes for expanding answers — by making a popup that forces closing to get back — when expanding them in the scrolling galley was the best solution, and that is what you had. This is “reinventing the flat tire”!

Please change it back."
What is it like to work with Adele Goldberg?,"I first met Adele when I was putting together my research group at Xerox Parc in its earliest days, and she was a computer scientist (U of Chicago) finishing her PhD working with Pat Suppes at Stanford on an interactive system for helping young children l"
"How does one develop a really strong intuition for mathematics and physics? How can I improve my ability to solve ""really challenging"" physics/math problems?","I enjoyed reading all of the other answers. One thing to ponder is that your two questions are not necessarily compatible.

And let’s use a less lofty label than “intuition” — how about “guessing”?

(See Kahneman’s “Thinking: Fast and Slow” for his “expos"
"As voice interfaces get better, how will we draw the line between where we use visual UIs vs. voice?","Jared Zimmerman’s answer is good. One thing he didn’t mention — in general, with regard to semi-Is as interface assistants — is trust — and how it can be dealt with continuously.

For example, in a reactive GUI, we learn to trust most cause and effect rel"
IT scientists often say about other scientists that they don't know how to structure software code. Are there ways to learn it without studying CS?,"Most code is not “well structured”, even by experienced programmers (even by experienced “structurers”). The early stages of programming are often more experimental than one would hope, and experienced programmers will sometimes take the trouble to try to"
"What are the difficulties of creating ""smart APIs"", where two programs can automatically figure out a way to talk to each other?","Great question!

It's worth looking at some similar observations over the years (apologies in advance for the length of this reply).

JCR Licklider -- the great originator (1962) and funder of ARPA-IPTO -- in 1963 called for an ""Intergalactic Network"", an"
How do I learn object-oriented programming?,"Like “Computer Science” — which had a very different and much better meaning when first coined in the 60s (in part, it represented real aspirations towards finding the strongest notions of itself) — “Object-Oriented Programming”, when I coined the term ab"
What are 5 most interesting and well-paid jobs in CS?,"“Real Science” like any great art form is a “calling” not a “job”.

I realize that the use of “Science” in “Computer Science” has now lost its original meaning and intent, and is now more like the usage in “Library Science”. However, as an old fogey who l"
How can I learn to create computer-generated music?,"Which part of your question is more important: “music” or “computer-generated”?

“The music is not in the piano”! So if “music” is the more important part — I think it should be — then developing the internal musical tendencies given to us by our genetics"
What is BIOS? What are its characteristics and functions?,"With all due respect, this is not a “theoretical computer science question”, or even a “computer science” question (“real computer science” (RCS) is distinct in many ways in what it is trying to do from practical engineering). I use RCS here because this "
How does one mathematize code and write bit-identical code for all platforms?,"I don’t think I have used the term “mathematized code”. I have suggested (and my research community has used) the tactic of coming up with “mathematics” for important ideas, and then trying to turn the math into a runnable computer language (also a kind o"
How are programs with a user interface made?,"There is “what?” and there is “how?”. We can guess that “what?”is difficult in numerous ways, because there are many poor UI designs to be seen these days, even with components supplied by OSs and libraries. Quite a bit of good UI design requires deep und"
What is a good advanced OOP course that is equivalent to CS108 at Stanford?,"There is much too much unsubstantiated criticism on the web. I think real criticism should be just the opposite: highly supported with lots of counter examples, etc.

So, having looked at the webpage for CS 108 at Stanford — Object Oriented Programming — "
What is Alan Kay's definition of Object Oriented?,The other answers are well worth reading. An interesting question arises about terminology: to what extent is it reasonable to try to retain original definitions versus having a term get “softer” in meaning as time passes and new and additional conception
How difficult is Stanford's CS231N?,"This is not a “Computer Science question”, it is a question about academics at a particular institution."
"At OOPSLA 1997 Alan Kay gave a talk titled ""The computer revolution hasn't happened yet"". What parts have materialized thus far and if not why not?","The excellent answers by Mark Miller and by Tyson Edwards both get at some of the problems with “a real computer revolution”.

One of the analogies, and questions, we used 50 years ago to think about this was to the printing press, and “when did the real "
Is an iPad that boots into Squeak (or Croquet) effectively Alan Kay's dynabook?,"The short answer is “No”, despite the iPad having vastly more computing, storage, display, network, and battery resources than the “Dynabook model” thought up in 1968 and sketched in several papers in 1972 and afterwards. http://mprove.de/diplom/gui/Kay72"
"Is Alan Kay correct that building software is still like the design and construction of ancient structures like the Pyramids, in the era before architecture?","The essay quoted was written in 2001. And, 15 years later, it’s still a good question, but I think harder to answer — and especially for me: I haven’t been tracking software development generally for a number of years (and there’s been a lot more of it).
"
